Key,Text
law.232.name,PREDE TORRI
law.232.description,Le guardie possono catturare soltanto Torri.
law.233.name,PRIMO SANGUE
law.233.description,Dopo la prima cattura tutte le guardie ottengono una mossa libera senza risposta nemica.
law.234.name,PAUSA DI CATTURA
law.234.description,Una guardia che cattura non può catturare nuovamente per 2 suoi movimenti.
law.235.name,PREDA ISOLATA
law.235.description,Non puoi catturare un nemico se un altro nemico occupa una casella adiacente al bersaglio.
law.236.name,CATENA DI CATTURE
law.236.description,"Se una guardia cattura e può catturare di nuovo da lì, può farlo immediatamente una volta."
law.237.name,CATTURE CENTRALI
law.237.description,Le catture sono consentite solo nelle 3 colonne centrali della strada.
law.238.name,CATTURE SUL BORDO
law.238.description,Le catture sono consentite solo sulle caselle di bordo della strada.
law.239.name,PREDA MARCATA
law.239.description,Un nemico casuale vale come bersaglio marcato: catturarlo congela i nemici per un turno.
law.240.name,PREDA VIETATA
law.240.description,Un nemico casuale non può essere catturato.
law.241.name,DUE PREDE VIETATE
law.241.description,Due nemici casuali non possono essere catturati.
law.242.name,TROFEO DELLA TORRE
law.242.description,Catturare una Torre concede un Royal Dash.
law.243.name,TROFEO DELL'ALFIERE
law.243.description,Catturare un Alfiere annulla la prossima risposta nemica.
law.244.name,TROFEO DEL CAVALLO
law.244.description,Catturare un Cavallo concede alla guardia uno scudo contro una cattura.
law.245.name,CASELLA ABBANDONATA
law.245.description,"Dopo una cattura, la casella di origine della guardia diventa bloccata per 2 turni."
law.246.name,RESTI MAGENTA
law.246.description,La casella di un nemico catturato resta bloccata per 1 turno dopo che la guardia la lascia.
law.247.name,TERRENO RIPULITO
law.247.description,Dopo una cattura vengono rimossi i blocchi adiacenti alla destinazione della guardia.
law.248.name,BALZO IN COMPAGNIA
law.248.description,Ogni guardia può muovere una volta di due caselle saltando soltanto un'eventuale guardia intermedia.
law.249.name,PASSAGGIO STRETTO
law.249.description,Le guardie non possono muovere in diagonale se entrambe le caselle ortogonali laterali sono occupate.
law.250.name,PREZZO DEL RE
law.250.description,La prima cattura di ogni guardia è gratuita; le successive provocano una risposta nemica extra.
law.251.name,QUATTRO PASSI
law.251.description,Ogni quarta mossa della squadra può coprire due caselle ortogonali lungo un percorso libero.
law.252.name,QUINTO PASSO OBLIQUO
law.252.description,Ogni quinta mossa della squadra deve essere diagonale.
law.253.name,SESTO PASSO DRITTO
law.253.description,Ogni sesta mossa della squadra deve essere ortogonale.
law.254.name,ALBA TRANQUILLA
law.254.description,Per le prime due risposte i nemici possono muovere ma non catturare.
law.255.name,TRAMONTO STRETTO
law.255.description,"Dopo la decima mossa del giocatore, i nemici a lunga gittata guadagnano una mossa extra."
law.256.name,PRESSIONE INIZIALE
law.256.description,La densità nemica è maggiore nella prima metà e normale nella seconda.
law.257.name,PRESSIONE FINALE
law.257.description,"Prima metà più tranquilla, seconda metà con densità nemica maggiore."
law.258.name,PRESSIONE UNIFORME
law.258.description,Distribuzione dei nemici più uniforme del normale.
law.259.name,UNA ONDATA
law.259.description,I nemici vengono concentrati in una grande fascia centrale.
law.260.name,DUE ONDATE
law.260.description,I nemici vengono concentrati in due fasce separate.
law.261.name,TRE ONDATE
law.261.description,Tre fasce di pressione nemica lungo il livello.
law.262.name,CENTRO VUOTO
law.262.description,La zona centrale del livello contiene pochissimi nemici.
law.263.name,FINALE VUOTO
law.263.description,L’ultimo quarto della strada viene generato con pochissimi nemici.
law.264.name,FINALE AFFOLLATO
law.264.description,Ultimo quarto con densità nemica +50%.
law.265.name,SOGLIA IN COMPAGNIA
law.265.description,"Finché restano almeno due guardie attive, si può entrare nel checkpoint solo partendo accanto a un'altra guardia attiva."
law.266.name,RITIRATA SICURA
law.266.description,La prima mossa verso il basso di ogni guardia non provoca risposta nemica.
law.267.name,CALMA ALL'USCITA
law.267.description,"Ogni guardia arrivata al checkpoint annulla la risposta nemica successiva, se il livello continua."
law.268.name,ALLARME ALL'USCITA
law.268.description,"Ogni guardia arrivata al checkpoint concede una mossa nemica aggiuntiva, se il livello continua."
law.269.name,CALMA A METÀ
law.269.description,"Raggiunto il 50% del livello, salta una risposta nemica."
law.270.name,ALLARME A METÀ
law.270.description,"La prima volta che una guardia raggiunge metà altezza del percorso, il nemico riceve una mossa aggiuntiva."
law.271.name,CALMA AI TRE QUARTI
law.271.description,Al 75% del percorso i nemici restano fermi per una risposta.
law.272.name,ALLARME AI TRE QUARTI
law.272.description,Al 75% del percorso si verifica un'attivazione nemica extra.
law.273.name,ULTIME DUE AL SICURO
law.273.description,"Quando restano solo 2 guardie attive, la portata nemica diminuisce di 1."
law.274.name,ULTIME DUE BRACCATE
law.274.description,"Quando restano solo 2 guardie attive, la portata nemica aumenta di 1."
law.275.name,ULTIMO TERZO
law.275.description,L’ultimo terzo della strada viene generato più stretto di una colonna e con soli nemici iniziali.
law.276.name,PICCOLA GRAZIA
law.276.description,"Strada -1 colonna, ma il primo colpo alla squadra viene ignorato."
law.277.name,CACCIA APERTA
law.277.description,"Strada +2 colonne, ma +25% nemici."
law.278.name,LAME CORTE
law.278.description,"Portata di Torri e Alfieri -1, ma strada -1 colonna."
law.279.name,LAME LUNGHE
law.279.description,"Portata di Torri e Alfieri +1, ma strada +2 colonne."
law.280.name,CURVE SILENZIOSE
law.280.description,"Strada più tortuosa, ma i nemici rispondono solo ogni 2 mosse."
law.281.name,VIALE RUMOROSO
law.281.description,"Strada quasi dritta, ma ogni quinto turno c'è una risposta nemica extra."
law.282.name,FESTA DEI CAVALLI
law.282.description,"Solo Cavalli, ma si muovono a turni alterni."
law.283.name,FESTA DEGLI ALFIERI
law.283.description,"Solo Alfieri, con portata massima 3."
law.284.name,FESTA DELLE TORRI
law.284.description,"Solo Torri, con portata massima 3."
law.285.name,PERICOLO AMPIO
law.285.description,Strada +3 colonne e nemici a gittata +1.
law.286.name,CALMA ANGUSTA
law.286.description,"Strada più stretta di due colonne, ma nelle prime due risposte nessun nemico può muovere o catturare."
law.287.name,PIEDI VELOCI
law.287.description,"Ogni guardia ha un Dash, ma non può essere scelta due volte di fila."
law.288.name,PASSI PESANTI
law.288.description,"Le guardie muovono solo ortogonalmente, ma la squadra ignora la prima cattura subita."
law.289.name,CAMPO MINATO
law.289.description,"10 caselle bloccate, ma 10 caselle sicure ciano."
law.290.name,BALZO E PERICOLO
law.290.description,"Ogni guardia ha un balzo di due caselle, ma i nemici a lunga gittata guadagnano una casella di portata."
law.291.name,CHIARO E CRUDELE
law.291.description,"Mostra la portata scritta dei nemici, ma ne genera il 25% in più."
law.292.name,GIORNO DEL VARCO
law.292.description,"Il checkpoint richiede ingresso diagonale, ma le Torri hanno portata massima due."
law.293.name,VARCO SORVEGLIATO
law.293.description,"Il checkpoint è largo tre caselle, ma gli Alfieri hanno portata massima due."
law.294.name,STRADA REALE
law.294.description,Strada larga e dritta; Torri e Alfieri hanno portata +1.
law.295.name,STRADA SPEZZATA
law.295.description,"Due bruschi cambi di centro, ma -25% nemici."
law.296.name,BATTUTA DI CACCIA
law.296.description,"Nemici inseguono la guardia più vicina, ma si muovono solo a turni alterni."
law.297.name,ULTIMA RESISTENZA
law.297.description,"Con una sola guardia ottieni doppia mossa, ma i nemici hanno portata +1."
law.298.name,QUATTRO AL RIPARO
law.298.description,"Finché tutte e quattro le guardie sono vive, i nemici a lunga gittata perdono una casella di portata."
law.299.name,NESSUNA FUGA
law.299.description,Checkpoint di 3 caselle e nessun movimento all'indietro.
law.300.name,RE PER UN GIORNO
law.300.description,"Ogni guardia ha un balzo di due caselle, ma non può catturare con una mossa diagonale."
menu.subtitle,"UNA SCACCHIERA, UNA STRADA, QUATTRO GUARDIE"
options.placeholder,Le opzioni saranno disponibili nella prossima revisione.
law.choose,SCEGLI LA LEGGE
move.invalid,Mossa non consentita.
promotion.title,SCEGLI LA TRASFORMAZIONE
help.title,AIUTO
help.body,Trascina una guardia su una casella evidenziata. Il bianco muove per primo; dopo ogni mossa il nemico risponde. Raggiungi la riga superiore con almeno una guardia. Nel boss cattura la regina.
result.victory,VITTORIA
result.victory.body,La regina è stata catturata.
result.clear,LIVELLO SUPERATO
result.clear.body,Una o più guardie hanno raggiunto il castello.
result.defeat,SCONFITTA
result.defeat.body,Tutte le guardie sono state catturate.
result.stalemate,STALLO
result.stalemate.body,Nessuna guardia ha una mossa disponibile.
exit.confirm,SEI SICURO DI LASCIARE IL REGNO?
exit.yes,"Sì, esci!"
exit.no,"No, torna al gioco!"
mode.endless.locked,La Modalità Infinita si sblocca solo dopo aver\nterminato con successo la Modalità Campagna!
level.start,Inizia la partita!
level.howto,Come si gioca?
rules.fileMissing,File delle regole non trovato.
back.menu,Torna indietro
options.audio,Audio
options.video,Video
options.language.title,Lingua
options.language.italian,Italiano
options.default,Default
options.crt,Effetto CRT
options.curvature,Curvatura schermo
options.blur,Sfocatura
options.blur.narrow,STRETTA
options.blur.medium,MEDIA
options.blur.wide,AMPIA
options.intensity,Intensità
options.font,Font
extra.lawbook,Libro delle leggi
lawbook.title,Libro delle leggi
pause.resume,Riprendi la partita
pause.mainmenu,Torna al menu principale
law.999.name,Fino all'ultima mossa!
law.999.description,"Dopo ogni turno completo, la Guardia Reale e la Regina nemica vengono trasformate in un pezzo degli scacchi a caso."
